-75,533
-75,475
-75,364
-75,293
-75,355
-75,388
-75,284
-75,516
-75,886
-75,490
-75,625
-75,320
-75,585
-75,566
-75,426
-75,349
-75,189
-75,584
-75,580
-75,548
-75,295
-75,674
-75,341
-75,285
-75,135
-75,198
-75,334
-75,1131
-75,229
-75,150
-75,184
-75,389
-75,162
-75,861
-75,789
-75,318
-75,488
-75,835
-75,470
-75,353
-75,464
-75,705
-75,287
-75,175
-75,384
-75,514
-75,614
-75,1296
-75,324
-75,1163
-75,305
-75,403
-75,149
-75,1068
-75,175
-75,329
-75,990
-75,198
-75,419
-75,970
-75,159
-75,288
-75,388
-75,484
-75,294
-75,620
-75,286
-75,400
-75,724
-75,514
-75,369
-75,396
-75,736
-75,344
-75,175
-75,364
-75,750
-75,264
-75,1054
-75,361
-75,154
-75,105
-75,835
-75,551
-75,247
-75,670
-75,664
-75,800
-75,450
-75,500
-75,806
-75,179
-75,201
-75,269
-75,402
-75,632
-75,351
-75,469
-75,654
-75,479
-75,706
-75,1234
-75,595
-75,373
-75,324
-75,322
-75,1310
-75,312
-75,220
-75,531
-75,1118
-75,506
-75,423
-75,190
-75,426
-75,212
-75,384
-75,270
-75,169
-75,125
-75,420
-75,330
-75,509
-75,397
-75,1015
-75,146
-75,430
-75,526
-75,309
-75,434
-75,800
-75,146
-75,393
-75,335
-75,326
-75,240
-75,375
-75,519
-75,394
-75,539
-75,439
-75,1720
-75,284
-75,235
-75,594
-75,101
-75,558
-75,404
-75,809
-75,487
-75,742
-75,300
-75,409
-75,405
-75,268
-75,296
-75,724
-75,539
-75,490
-75,400
-75,330
-75,415
-75,281
-75,235
-75,534
-75,340
-75,908
-75,1379
-75,546
-75,538
-75,1192
-75,391
-75,160
-75,452
-75,290
-75,392
-75,1193
-75,184
-75,1104
-75,513
-75,265
-75,379
-75,471
-75,572
-75,493
-75,249
-75,321
-75,464
-75,604
-75,409
-75,493
-75,129
-75,166
-75,469
-75,430
-75,289
-75,515
-75,545
-75,545
-75,413
-75,1005
-75,839
-75,484
-75,535
-75,330
-75,411
-75,664
-75,400
-75,419
-75,334
-75,393
-75,294
-75,639
-75,945
-75,514
-75,298
-75,529
-75,155
-75,585
-75,99
-75,257
-75,794
-75,204
-75,331
-75,624
-75,329
-75,389
-75,450
-75,595
-75,325
-75,694
-75,243
-75,291
-75,290
-75,691
-75,760
-75,195
-75,1071
-75,116
-75,224
-75,643
-75,352
-75,616
-75,190
-75,336
-75,366
-75,255
-75,144
-75,665
-75,474
-75,204
-75,314
-75,94
-75,631
-75,885
-75,584
-75,543
-75,650
-75,525
-75,412
-75,444
-75,831
-75,915
-75,179
-75,406
-75,289
-75,881
-75,636
-75,199
-75,79
-75,245
-75,509
-75,209
-75,314
-75,360
-75,149
-75,374
-75,315
-75,194
-75,109
-75,545
-75,184
-75,290
-75,205
-75,215
-75,649
-75,316
-75,616
-75,509
-75,170
-75,665
-75,210
-75,239
-75,206
-75,341
-75,321
-75,1004
-75,189
-75,414
-75,581
-75,565
-75,178
-75,204
-75,609
-75,688
-75,400
-75,310
-75,246
-75,495
-75,370
-75,143
-75,220
-75,145
-75,359
-75,625
-75,184
-75,109
-75,439
-75,1155
-75,171
-75,243
-75,374
-75,759
-75,926
-75,519
-75,344
-75,752
-75,560
-75,390
-75,356
-75,814
-75,240
-75,441
-75,219
-75,1020
-75,409
-75,765
-75,744
-75,840
-75,259
-75,179
-75,989
-75,506
-75,200
-75,316
-75,334
-75,405
-75,534
-75,271
-75,424
-75,150
-75,387
-75,104
-75,190
-75,464
-75,321
-75,310
-75,261
-75,498
-75,490
-75,480
-75,199
-75,520
-75,264
-75,155
-75,558
-75,498
-75,195
-75,275
-75,719
-75,515
-75,394
-75,763
-75,300
-75,199
-75,1136
-75,184
-75,461
-75,278
-75,110
-75,166
-75,631
-75,241
-75,523
-75,189
-75,1375
-75,850
-75,360
-75,534
-75,484
-75,1014
-75,350
-75,280
-75,478
-75,215
-75,280
-75,680
-75,524
-75,644
-75,274
-75,279
-75,165
-75,658
-75,551
-75,280
-75,245
-75,112
-75,775
-75,465
-75,690
-75,209
-75,693
-75,1066
-75,294
-75,554
-75,323
-75,786
-75,370
-75,431
-75,288
-75,440
-75,175
-75,701
-75,1274
-75,275
-75,235
-75,134
-75,146
-75,534
-75,411
-75,734
-75,891
-75,558
-75,464
-75,498
-75,1384
-75,199
-75,185
-75,910
-75,309
-75,406
-75,456
-75,550
-75,520
-75,330
-75,160
-75,354
-75,1074
-75,380
-75,508
-75,555
-75,190
-75,733
-75,235
-75,309
-75,191
-75,374
-75,214
-75,350
-75,597
-75,1010
-75,476
-75,354
-75,196
-75,326
-75,373
-75,864
-75,412
-75,145
-75,241
-75,630
-75,307
-75,1540
-75,323
-75,425
-75,594
-75,251
-75,179
-75,539
-75,224
-75,770
-75,185
-75,994
-75,320
-75,605
-75,403
-75,661
-75,261
-75,334
-75,164
-75,919
-75,210
-75,115
-75,590
-75,599
-75,990
-75,415
-75,1036
-75,835
-75,510
-100,85
-100,167
-100,155
-100,108
-100,264
-100,83
-100,124
-100,99
-100,155
-100,218
-100,91
-100,152
-100,149
-100,163
-100,141
-100,194
-100,260
-100,215
-100,174
-100,278
-100,254
-100,94
-100,189
-100,150
-100,374
-100,149
-100,195
-100,128
-100,86
-100,269
-100,135
-100,341
-100,175
-100,164
-100,139
-100,245
-100,292
-100,175
-100,88
-100,344
-100,247
-100,213
-100,148
-100,85
-100,189
-100,165
-100,122
-100,179
-100,116
-100,165
-100,114
-100,115
-100,151
-100,294
-100,151
-100,234
-100,140
-100,116
-100,216
-100,164
-100,152
-100,211
-100,118
-100,179
-100,135
-100,233
-100,164
-100,204
-100,111
-100,180
-100,216
-100,149
-100,223
-100,198
-100,125
-100,115
-100,203
-100,431
-100,125
-100,220
-100,140
-100,105
-100,129
-100,215
-100,206
-100,118
-100,73
-100,356
-100,84
-100,229
-100,195
-100,168
-100,290
-100,95
-100,341
-100,150
-100,178
-100,160
-100,122
-100,379
-100,204
-100,275
-100,330
-100,153
-100,118
-100,103
-100,248
-100,95
-100,255
-100,105
-100,199
-100,165
-100,168
-100,174
-100,134
-100,109
-100,417
-100,139
-100,99
-100,283
-100,94
-100,79
-100,162
-100,133
-100,160
-100,154
-100,213
-100,158
-100,207
-100,104
-100,120
-100,112
-100,83
-100,192
-100,94
-100,123
-100,290
-100,365
-100,140
-100,139
-100,248
-100,141
-100,109
-100,134
-100,175
-100,290
-100,127
-100,181
-100,99
-100,179
-100,285
-100,135
-100,251
-100,123
-100,362
-100,375
-100,141
-100,147
-100,148
-100,209
-100,185
-100,154
-100,202
-100,138
-100,133
-100,154
-100,124
-100,99
-100,160
-100,534
-100,155
-100,135
-100,115
-100,107
-100,99
-100,141
-100,249
-100,130
-100,100
-100,128
-100,120
-100,79
-100,198
-100,116
-100,143
-100,108
-100,103
-100,195
-100,113
-100,215
-100,214
-100,190
-100,120
-100,185
-100,79
-100,153
-100,218
-100,174
-100,250
-100,226
-100,93
-100,368
-100,244
-100,168
-100,202
-100,199
-100,119
-100,90
-100,213
-100,223
-100,110
-100,251
-100,161
-100,208
-100,174
-100,183
-100,269
-100,109
-100,82
-100,165
-100,134
-100,235
-100,114
-100,97
-100,216
-100,138
-100,169
-100,171
-100,200
-100,163
-100,155
-100,119
-100,90
-100,196
-100,164
-100,219
-100,104
-100,222
-100,249
-100,244
-100,99
-100,109
-100,344
-100,81
-100,99
-100,78
-100,154
-100,284
-100,153
-100,324
-100,103
-100,184
-100,160
-100,265
-100,305
-100,214
-100,280
-100,200
-100,158
-100,109
-100,96
-100,158
-100,143
-100,254
-100,153
-100,113
-100,139
-100,110
-100,184
-100,184
-100,140
-100,324
-100,110
-100,182
-100,241
-100,154
-100,238
-100,151
-100,368
-100,128
-100,209
-100,149
-100,316
-100,254
-100,254
-100,300
-100,253
-100,133
-100,218
-100,93
-100,200
-100,119
-100,191
-100,97
-100,123
-100,150
-100,94
-100,155
-100,101
-100,291
-100,243
-100,270
-100,290
-100,129
-100,91
-100,160
-100,216
-100,143
-100,221
-100,114
-100,123
-100,128
-100,76
-100,255
-100,83
-100,123
-100,180
-100,133
-100,374
-100,187
-100,84
-100,664
-100,120
-100,98
