1000, 1, 6, 37196
1000, 2, 9, 38355
1000, 4, 19, 40211
1000, 8, 38, 42163
1000, 16, 80, 44819
1000, 32, 183, 47906
1000, 64, 410, 51853
1000, 128, 898, 57506
